model_name,elpd_diff,se_diff,subsampling_se_diff,elpd_loo,se_elpd_loo,subsampling_se_elpd_loo,p_loo,se_p_loo,subsampling_se_p_loo,looic,se_looic,subsampling_se_looic
original_model,0,0,0,-1551914.4118596683,1037.710459252607,0.3546608504993037,237.2689305318835,3.7155169753886215,99.99946556714137,3103828.8237193367,2075.420918505214,0.7093217009986074
no_country_year_slope,21457.93299563965,315.4785358330915,0.2030689688670369,-1573372.3448553078,1017.3613399402718,0.16819496380976565,183.40397846010603,2.8759098818389632,77.40227083017885,3146744.6897106157,2034.7226798805436,0.3363899276195313
