model_name,elpd_diff,se_diff,subsampling_se_diff,elpd_loo,se_elpd_loo,subsampling_se_elpd_loo,p_loo,se_p_loo,subsampling_se_p_loo,looic,se_looic,subsampling_se_looic
original_model,0,0,0,-1551914.1628214817,1037.7080140087203,0.0479621254433788,160.9425987394112,1.5717966337251872,13.294129187634535,3103828.3256429634,2075.4160280174406,0.0959242508867576
no_country_year_slope,21458.088605159268,315.4768806369109,0.026637988918517586,-1573372.2514266411,1017.3606033756507,0.03908015583518767,123.0845577220452,1.295890356593934,10.960536143113814,3146744.5028532823,2034.7212067513015,0.07816031167037533
